CardID,Responded
C0101689855,F
C0101690069,F
C0101690716,F
C0101690931,F
C0101691121,F
C0101691609,F
C0101691835,F
C0101691963,F
C0101692989,F
C0101693093,F
C0101693306,F
C0101693448,F
C0101693630,F
C0101693729,F
C0101693797,F
C0101693840,F
C0101693871,F
C0101694813,F
C0101694974,F
C0101695537,F
C0101695722,F
C0101695853,F
C0101695904,F
C0101696365,F
C0101696436,F
C0101696518,F
C0101696905,F
C0101697113,F
C0101697186,F
C0101697381,F
C0101697460,F
C0101697563,F
C0101697643,F
C0101697877,F
C0101698003,F
C0101698254,F
C0101698614,F
C0101698696,F
C0101698806,F
C0101698888,F
C0101699363,F
C0101699582,F
C0101699585,F
C0101699862,F
C0101699867,F
C0101699915,F
C0101700010,F
C0101700628,F
C0101700888,F
C0101701418,F
C0101701611,F
C0101702435,F
C0101702812,F
C0101703122,F
C0101703440,F
C0101703839,F
C0101703864,F
C0101704084,F
C0101704172,F
C0101704336,F
C0101704730,F
C0101704847,F
C0101705080,F
C0101705425,F
C0101706085,F
C0101706224,F
C0101706290,F
C0101706480,F
C0101706601,F
C0101706616,F
C0101706769,F
C0101707161,F
C0101707260,F
C0101707638,F
C0101707846,F
C0101708026,F
C0101708659,F
C0101708740,F
C0101708840,F
C0101709025,F
C0101709109,F
C0101709142,F
C0101709166,F
C0101709309,F
C0101709353,F
C0101709443,F
C0101709700,F
C0101710231,F
C0101710280,F
C0101710578,F
C0101710591,F
C0101710654,F
C0101710876,F
C0101711351,F
C0101711922,F
C0101712159,F
C0101712229,F
C0101712350,F
C0101712498,F
C0101712499,F
C0101712568,F
C0101712616,F
C0101712699,F
C0101713006,F
C0101713104,F
C0101713212,F
C0101713703,F
C0101713826,F
C0101714266,F
C0101714405,F
C0101714904,F
C0101715402,F
C0101715447,F
C0101715516,F
C0101715592,F
C0101715695,F
C0101715828,F
C0101715872,F
C0101715908,F
C0101716059,F
C0101716248,F
C0101716260,F
C0101716380,F
C0101716521,F
C0101716577,F
C0101716627,F
C0101716774,F
C0101716774,F
C0101716806,F
C0101716943,F
C0101717112,F
C0101717334,F
C0101717397,F
C0101717640,F
C0101717841,F
C0101717841,F
C0101717964,F
C0101718024,F
C0101718024,F
C0101718124,F
C0101718213,F
C0101718745,T
C0101719420,F
C0101719444,F
C0101719786,F
C0101719915,F
C0101719915,F
C0101720118,F
C0101720120,F
C0101720183,F
C0101720902,F
C0101720902,F
C0101721218,F
C0101721456,F
C0101721560,F
C0101721560,F
C0101721683,F
C0101721712,F
C0101721971,F
C0101722112,F
C0101722392,F
C0101722735,F
C0101722791,F
C0101722795,F
C0101722944,F
C0101723511,F
C0101723652,F
C0101723670,F
C0101723898,F
C0101724237,F
C0101724237,F
C0101724454,F
C0101724609,F
C0101724652,F
C0101724712,F
C0101724778,F
C0101724842,F
C0101724956,F
C0101724956,F
C0101725049,F
C0101725049,F
C0101725049,F
C0101725091,T
C0101725113,F
C0101725153,F
C0101725380,F
C0101725385,F
C0101725608,F
C0101725708,F
C0101725717,F
C0101725804,F
C0101725828,F
C0101726429,T
C0101726642,F
C0101726673,F
C0101726779,F
C0101726953,F
C0101727016,F
C0101727371,F
C0101727543,T
C0101727878,F
C0101727988,F
C0101728113,F
C0101728189,F
C0101728255,F
C0101728837,F
C0101728927,T
C0101729446,F
C0101729529,F
C0101729617,F
C0101729617,F
C0101729671,F
C0101729754,F
C0101729835,F
C0101729914,F
C0101729944,F
C0101730000,F
C0101730210,F
C0101730490,F
C0101730851,F
C0101731371,F
C0101731702,F
C0101731796,F
C0101731976,F
C0101732141,F
C0101732275,F
C0101732837,F
C0101733064,F
C0101733120,F
C0101733212,F
C0101733790,F
C0101733790,F
C0101733790,F
C0101733790,F
C0101734426,F
C0101734648,F
C0101734847,F
C0101734920,F
C0101735064,F
C0101735334,T
C0101735412,F
C0101735412,F
C0101735412,F
C0101735503,T
C0101735826,F
C0101735826,F
C0101735935,F
C0101736366,F
C0101736366,F
C0101736366,F
C0101736366,F
C0101736458,F
C0101736466,T
C0101736554,F
C0101736753,F
C0101736829,F
C0101737005,F
C0101737193,F
C0101737425,F
C0101737573,F
C0101737603,F
C0101737610,T
C0101737708,F
C0101737723,F
C0101738404,F
C0101738404,F
C0101738404,F
C0101738619,F
C0101738726,F
C0101738996,F
C0101739071,F
C0101739071,F
C0101739181,F
C0101739300,T
C0101739409,F
C0101739409,F
C0101739754,F
C0101739845,F
C0101739989,F
C0101740002,F
C0101740083,F
C0101740128,F
C0101740209,F
C0101740478,F
C0101740561,F
C0101740999,F
C0101741173,F
C0101741257,F
C0101741755,F
C0101742130,F
C0101742460,T
C0101742621,T
C0101742775,T
C0101742788,F
C0101742817,F
C0101742864,F
C0101743283,F
C0101743283,F
C0101743283,F
C0101743601,F
C0101743768,F
C0101743768,F
C0101743768,F
C0101743967,T
C0101744060,T
C0101744528,F
C0101744638,F
C0101745014,F
C0101745544,F
C0101745627,F
C0101745718,F
C0101745959,F
C0101746122,F
C0101746491,F
C0101746669,F
C0101746780,F
C0101746832,F
C0101746832,F
C0101746832,F
C0101746832,F
C0101747154,F
C0101747159,F
C0101747312,F
C0101747460,F
C0101747510,F
C0101747698,F
C0101747880,F
C0101748076,F
C0101748393,F
C0101748450,F
C0101748507,F
C0101748674,F
C0101748771,F
C0101748869,F
C0101749275,F
C0101749324,T
C0101749357,F
C0101749376,F
C0101749397,F
C0101749729,F
C0101749979,F
C0101749979,F
C0101750171,F
C0101750171,F
C0101750217,F
C0101750373,F
C0101750608,F
C0101750834,T
C0101751075,F
C0101751082,F
C0101751147,F
C0101751268,F
C0101751584,F
C0101751631,F
C0101751728,F
C0101751792,F
C0101751796,F
C0101752086,F
C0101752404,F
C0101752541,F
C0101752895,F
C0101753005,F
C0101753205,F
C0101753297,F
C0101753340,T
C0101753493,F
C0101753607,F
C0101754208,F
C0101754392,F
C0101754451,F
C0101754583,F
C0101754673,F
C0101754807,F
C0101755333,F
C0101755333,F
C0101755377,F
C0101755526,F
C0101755608,F
C0101755797,F
C0101755797,F
C0101755824,F
C0101755868,F
C0101755900,F
C0101755921,F
C0101755972,F
C0101756205,F
C0101756379,F
C0101756500,T
C0101756537,F
C0101756688,F
C0101756898,F
C0101757150,F
C0101757388,F
C0101757802,F
C0101757807,F
C0101758204,F
C0101758331,F
C0101758637,F
C0101758887,F
C0101759053,F
C0101759171,F
C0101759171,F
C0101759171,F
C0101759459,F
C0101759579,F
C0101759888,F
C0101760035,F
C0101760321,F
C0101760770,T
C0101761085,F
C0101761114,F
C0101761138,F
C0101761449,F
C0101761596,F
C0101761596,F
C0101761660,F
C0101761660,F
C0101761660,F
C0101762016,T
C0101762140,F
C0101762140,F
C0101762258,F
C0101762397,F
C0101762459,F
C0101762601,F
C0101762619,F
C0101762733,F
C0101763315,F
C0101763402,F
C0101763670,F
C0101763670,F
C0101764305,F
C0101764514,F
C0101764601,F
C0101764606,F
C0101764690,F
C0101764844,F
C0101764927,F
C0101765108,F
C0101765407,F
C0101765578,F
C0101765719,F
C0101765942,F
C0101765999,F
C0101766070,T
C0101766187,F
C0101766403,F
C0101766403,F
C0101766473,F
C0101766562,F
C0101766628,F
C0101766766,F
C0101766875,F
C0101767527,F
C0101767746,F
C0101767746,F
C0101767767,F
C0101767767,F
C0101767767,F
C0101767798,F
C0101767988,F
C0101768272,F
C0101768334,F
C0101768408,F
C0101768408,F
C0101768408,F
C0101768496,F
C0101768775,F
C0101768805,F
C0101768827,F
C0101768862,F
C0101768870,F
C0101768886,F
C0101769194,F
C0101769202,F
C0101769235,F
C0101769552,F
C0101769686,F
C0101769761,F
C0101770695,F
C0101770737,F
C0101771156,F
C0101771207,F
C0101772045,F
C0101772142,F
C0101772162,F
C0101772334,F
C0101772334,F
C0101772512,F
C0101772756,F
C0101772874,F
C0101772909,F
C0101773054,T
C0101773139,F
C0101773208,F
C0101773331,F
C0101774262,F
C0101774353,F
C0101774535,F
C0101775256,F
C0101775420,F
C0101775642,F
C0101776156,F
C0101776344,F
C0101776434,F
C0101776602,F
C0101777239,F
C0101777372,F
C0101777676,F
C0101777846,F
C0101777981,F
C0101778079,F
C0101778144,F
C0101778205,F
C0101778527,F
C0101778604,F
C0101778794,F
C0101779186,F
C0101779387,F
C0101779550,F
C0101779763,F
C0101780025,F
C0101780038,F
C0101780227,F
C0101780447,F
C0101780734,F
C0101780928,F
C0101781057,F
C0101781225,F
C0101781294,F
C0101781663,F
C0101782046,F
C0101782113,F
C0101782208,F
C0101782217,F
C0101782814,F
C0101783406,F
C0101783561,F
C0101783713,F
C0101783800,F
C0101783814,F
C0101783901,F
C0101784268,F
C0101784347,F
C0101784654,F
C0101785019,F
C0101785381,F
C0101785495,F
C0101785541,F
C0101786070,F
C0101786110,F
C0101786151,F
C0101786499,F
C0101786801,F
C0101786889,F
C0101787022,F
C0101787110,F
C0101787132,F
C0101787145,F
C0101787549,F
C0101788032,F
C0101788112,F
C0101788321,F
C0101788392,F
C0101788664,F
C0101788919,F
C0101789240,F
C0101789357,F
C0101789705,F
C0101789786,F
C0101789870,F
C0101790071,F
C0101790122,F
C0101790197,F
C0101790303,F
C0101790366,F
C0101790579,F
C0101790706,F
C0101790807,F
C0101790898,F
C0101791014,F
C0101791130,F
C0101791258,F
C0101791985,F
C0101792123,F
C0101792128,F
C0101792253,F
C0101792302,F
C0101792453,F
C0101792717,F
C0101792809,F
C0101793244,F
C0101793249,F
C0101793591,F
C0101793792,F
C0101793894,F
C0101795195,F
C0101795328,F
C0101795383,F
C0101795474,F
C0101796418,F
C0101796561,F
C0101796624,F
C0101796738,F
C0101796973,F
C0101797662,F
C0101798398,F
C0101798782,F
C0101799097,F
C0101799136,F
C0101799344,F
C0101799544,F
C0101800069,F
C0101800729,F
C0101800949,F
C0101800985,F
C0101801104,F
C0101801171,F
C0101801524,F
C0101801577,F
C0101802013,F
C0101802024,F
C0101802205,F
C0101802968,F
C0101803296,F
C0101803378,F
C0101803768,F
C0101803924,F
C0101804239,F
C0101804599,F
C0101804618,F
C0101805218,F
C0101805442,F
C0101805541,F
C0101805625,F
C0101806129,F
C0101806237,F
C0101806407,F
C0101806508,F
C0101806720,F
C0101806856,F
C0101806915,F
C0101807014,F
C0101807138,F
C0101807751,F
C0101808393,F
C0101808570,F
C0101808582,F
C0101808609,F
C0101808743,F
C0101808835,F
C0101808939,F
C0101809018,F
C0101809164,F
C0101809416,F
C0101809473,F
C0101809561,F
C0101809713,F
C0101809921,F
C0101810432,F
C0101810465,F
C0101810703,F
C0101810741,F
C0101810892,F
C0101811069,F
C0101811107,F
C0101811718,F
C0101811963,F
C0101812290,F
C0101812431,F
C0101812684,F
C0101812701,F
C0101812835,F
C0101813067,F
C0101813241,F
C0101813291,F
C0101813542,F
C0101813548,F
C0101813793,F
C0101813961,F
C0101814463,F
C0101814507,F
C0101814590,F
C0101814618,F
C0101814714,F
C0101814916,F
C0101815046,F
C0101815407,F
C0101815842,F
C0101816515,F
C0101816729,F
C0101817345,F
C0101817577,F
C0101818046,F
C0101818205,F
C0101818610,F
C0101819864,F
C0101819956,F
C0101820367,F
C0101820520,F
C0101820612,F
C0101821071,F
C0101821106,F
C0101821398,F
C0101822091,F
C0101822234,F
C0101822623,F
C0101822710,F
C0101822984,F
C0101822986,F
C0101823422,F
C0101823584,F
C0101823626,F
C0101823717,F
C0101823943,F
C0101824056,F
C0101824870,F
C0101825319,F
C0101825457,F
C0101825624,F
C0101825645,F
C0101825746,F
C0101825959,F
C0101825974,F
C0101826240,F
C0101826499,F
C0101826546,F
C0101826829,F
C0101827390,F
C0101827780,F
C0101828234,F
C0101828380,F
C0101828605,F
C0101828743,F
C0101828806,F
C0101828982,F
C0101830006,F
C0101830402,F
C0101830820,F
C0101830921,F
C0101831178,F
C0101832048,F
C0101832403,F
C0101832524,F
C0101832574,F
C0101832883,F
C0101832969,F
C0101832972,F
C0101833407,F
C0101833557,F
C0101833612,F
C0101833838,F
C0101834069,F
C0101834151,F
C0101834618,F
C0101835177,F
C0101835642,F
C0101835748,F
C0101836008,F
C0101836085,F
C0101836119,F
C0101836458,F
C0101836566,F
C0101836887,F
C0101836959,F
C0101837507,F
C0101837679,F
C0101837931,F
C0101838625,F
C0101838926,F
C0101838992,F
C0101839084,F
C0101839487,F
C0101839776,F
C0101839824,F
C0101840066,F
C0101840087,F
C0101840297,F
C0101840362,F
C0101840377,F
C0101840564,F
C0101840759,F
C0101840836,F
C0101841638,F
C0101842053,F
C0101842195,F
C0101842247,F
C0101842374,F
C0101842450,F
C0101842517,F
C0101842564,F
C0101842895,F
C0101842898,F
C0101843089,F
C0101843154,F
C0101843653,F
C0101844107,F
C0101844312,F
C0101844402,F
C0101844470,F
C0101844481,F
C0101844587,F
C0101845245,F
C0101846080,F
C0101846646,F
C0101846755,F
C0101846844,F
C0101846871,F
C0101846988,F
C0101847448,F
C0101848001,F
C0101848425,F
C0101849094,F
C0101849126,F
C0101849448,F
C0101849538,F
C0101849737,F
C0101849825,F
C0101850055,F
C0101850112,F
C0101850199,F
C0101851038,F
C0101851255,F
C0101851519,F
C0101851610,F
C0101851929,F
C0101851965,F
C0101852363,F
C0101852453,F
C0101852460,F
C0101852609,F
C0101852871,F
C0101852996,F
C0101853369,F
C0101853547,F
C0101854430,F
C0101854650,F
C0101854976,F
C0101855148,F
C0101855575,F
C0101855732,T
C0101855883,F
C0101856036,F
C0101856230,F
C0101856230,F
C0101856325,T
C0101856692,F
C0101856842,F
C0101857013,F
C0101857515,F
C0101857525,F
C0101857525,F
C0101857623,F
C0101857703,F
C0101857788,F
C0101858081,F
C0101858099,F
C0101858318,F
C0101858540,F
C0101858552,F
C0101858552,F
C0101858558,F
C0101859113,F
C0101859414,F
C0101859433,F
C0101859657,F
C0101859897,F
C0101860045,F
C0101860322,F
C0101860393,F
C0101860513,F
C0101860577,F
C0101860745,F
C0101860873,F
C0101860946,F
C0101861091,F
C0101861801,F
C0101861906,F
C0101862037,F
C0101862122,F
C0101862131,F
C0101862341,F
C0101862443,F
C0101862443,F
C0101862488,F
C0101862951,F
C0101863017,F
C0101863107,F
C0101863341,F
C0101863478,F
C0101863478,F
C0101863478,F
C0101863478,F
C0101863478,F
C0101864012,F
C0101864114,F
C0101864287,F
C0101864650,F
C0101864735,F
C0101864806,F
C0101865125,F
C0101865254,F
C0101865837,T
C0101866238,F
C0101866315,F
C0101866377,F
C0101866654,F
C0101866809,F
C0101866924,F
C0101867432,F
C0101867480,T
C0101867522,F
C0101867629,F
C0101868050,F
C0101868386,F
C0101868598,F
C0101868665,F
C0101868753,F
C0101869124,F
C0101869227,F
C0101869593,F
C0101869800,F
C0101869800,F
C0101870014,F
C0101870159,F
C0101870217,F
C0101870217,F
C0101870217,T
C0101870270,F
C0101870297,F
C0101870387,F
C0101870429,F
C0101870502,F
C0101870502,F
C0101870502,F
C0101870874,F
C0101871326,F
C0101871421,T
C0101871468,F
C0101871848,F
C0101871860,F
C0101871860,F
C0101871892,F
C0101872070,F
C0101872134,F
C0101872191,F
C0101872517,F
C0101872591,F
C0101872664,F
C0101872815,F
C0101873153,F
C0101873322,F
C0101873870,F
C0101873936,F
C0101873950,F
C0101873962,F
C0101874479,F
C0101874531,F
C0101874573,T
C0101874696,F
C0101874711,F
C0101874952,F
C0101875190,F
C0101875191,T
C0101875578,F
C0101875585,F
C0101875800,F
C0101875881,F
C0101876426,F
C0101876736,F
C0101876785,F
C0101876785,F
C0101876963,F
C0101877059,F
C0101877273,F
C0101877689,F
C0101877884,F
C0101877920,F
C0101878192,F
C0101878397,F
C0101878570,F
C0101878587,F
C0101878662,F
C0101878662,F
C0101878969,F
C0101878974,F
C0101879135,F
C0101879309,F
C0101879309,F
C0101879327,F
C0101879680,F
C0101879811,F
C0101880832,F
C0101880917,F
C0101881046,F
C0101881664,F
C0101881984,F
C0101882194,F
C0101882291,F
C0101882445,F
C0101882882,F
C0101882966,F
C0101883149,F
C0101883674,F
C0101883680,F
C0101883832,F
C0101883857,F
C0101884550,F
C0101884798,F
C0101885423,F
C0101885674,T
C0101885904,F
C0101886410,F
C0101886675,F
C0101886675,F
C0101886675,F
C0101886675,F
C0101886732,F
C0101886787,F
C0101887220,F
C0101887479,F
C0101887561,F
C0101887649,F
C0101888173,F
C0101888362,F
C0101888453,F
C0101888768,F
C0101888768,F
C0101888908,F
C0101888908,F
C0101888947,F
C0101888990,F
C0101888990,F
C0101889009,F
C0101889404,F
C0101889635,F
C0101889635,F
C0101889677,F
C0101889981,F
C0101890107,F
C0101890480,F
C0101890550,F
C0101890867,F
C0101890867,F
C0101890976,F
C0101891301,F
C0101891314,F
C0101891368,F
C0101891747,F
C0101891825,F
C0101891890,F
C0101891958,F
C0101891958,F
C0101891958,F
C0101892287,F
C0101892622,F
C0101892631,F
C0101892661,F
C0101892698,F
C0101892808,F
C0101892959,F
C0101892959,F
C0101893803,F
C0101893803,F
C0101894319,F
C0101894473,F
C0101894497,F
C0101894760,F
C0101895346,F
C0101895408,F
C0101895641,F
C0101895695,F
C0101895695,F
C0101895752,T
C0101895814,F
C0101895852,F
C0101896691,F
C0101896963,F
C0101897638,F
C0101898335,F
C0101898371,F
C0101898538,F
C0101898808,F
C0101898831,F
C0101899073,F
C0101899274,T
C0101899367,F
C0101900036,F
C0101900732,F
C0101900742,F
C0101900759,F
C0101900794,F
C0101901175,F
C0101901175,F
C0101901175,F
C0101901207,F
C0101901434,F
C0101901749,F
C0101901927,F
C0101902004,F
C0101902202,F
C0101902202,F
C0101902253,F
C0101902422,F
C0101902439,T
C0101902723,F
C0101902777,F
C0101903024,F
C0101903057,F
C0101903354,F
C0101903595,F
C0101903673,F
C0101903739,F
C0101903764,F
C0101904434,F
C0101904507,F
C0101904519,F
C0101904549,F
C0101904722,F
C0101904934,F
C0101905373,F
C0101905388,F
C0101905424,F
C0101905673,F
C0101906118,F
C0101906385,F
C0101906636,F
C0101906887,F
C0101906920,F
C0101906920,F
C0101907158,T
C0101907431,F
C0101907431,F
C0101907468,F
C0101907573,F
C0101907671,F
C0101907743,F
C0101907743,F
C0101907783,F
C0101907812,F
C0101907812,F
C0101908037,F
C0101908353,F
C0101908525,F
C0101908569,F
C0101908820,F
C0101908858,F
C0101908928,F
C0101909181,F
C0101909309,F
C0101909628,F
C0101909795,F
C0101909992,F
C0101910040,F
C0101910252,F
C0101910374,T
C0101910506,F
C0101910727,F
C0101910931,F
C0101911497,F
C0101911570,F
C0101911642,F
C0101911944,F
C0101912036,F
C0101912194,F
C0101912545,F
C0101912563,F
C0101912637,F
C0101912637,F
C0101912778,F
C0101912957,F
C0101912993,F
C0101912993,F
C0101912993,F
C0101913071,F
C0101913071,F
C0101913116,F
C0101913433,F
C0101913522,F
C0101913736,F
C0101913775,F
C0101913984,F
C0101914056,F
C0101914339,F
C0101914448,F
C0101914448,F
C0101914448,F
C0101914475,F
C0101914952,T
C0101915229,F
C0101915373,F
C0101915823,F
C0101916311,F
C0101916564,F
C0101916739,F
C0101916739,F
C0101916836,T
C0101916855,F
C0101916872,T
C0101917491,F
C0101917581,F
C0101917776,F
C0101917847,F
C0101917857,F
C0101917924,T
C0101918141,F
C0101918156,F
C0101918224,F
C0101918509,F
C0101918557,F
C0101918572,F
C0101918927,F
C0101919129,F
C0101919216,F
C0101919296,F
C0101919398,F
C0101919596,F
C0101919738,F
C0101920041,F
C0101920314,F
C0101920314,F
C0101920590,F
C0101920848,F
C0101920868,F
C0101920942,F
C0101920984,F
C0101921087,F
C0101921087,F
C0101921112,F
C0101921283,T
C0101921515,F
C0101921594,F
C0101921799,F
C0101921878,F
C0101922090,F
C0101922346,F
C0101922346,F
C0101922460,T
C0101922901,F
C0101922975,T
C0101923067,F
C0101923201,F
C0101923469,F
C0101923527,F
C0101923702,F
C0101923702,F
C0101923844,F
C0101923854,F
C0101923971,F
C0101924215,F
C0101924426,F
C0101924676,F
C0101925007,F
C0101925008,F
C0101925008,F
C0101925192,F
C0101925256,F
C0101925310,F
C0101925459,F
C0101925653,F
C0101925905,F
C0101926105,F
C0101926255,F
C0101926263,F
C0101926341,F
C0101926341,F
C0101926341,F
C0101926341,F
C0101926702,F
C0101926760,F
C0101926760,F
C0101926883,F
C0101927363,T
C0101927421,F
C0101927882,F
C0101927882,F
C0101928118,F
C0101928118,F
C0101928134,F
C0101928497,F
C0101928514,F
C0101928692,F
C0101928692,F
C0101928699,F
C0101928699,F
C0101928699,F
C0101928823,F
C0101928875,F
C0101929124,F
C0101929169,F
C0101929472,F
C0101929498,T
C0101929774,F
C0101929794,F
C0101929794,F
C0101929879,F
C0101930387,F
C0101930584,F
C0101930975,F
C0101931016,F
C0101931124,F
C0101931347,F
C0101931499,T
C0101931629,F
C0101931833,F
C0101932012,F
C0101932165,F
C0101932388,F
C0101932454,F
C0101932732,F
C0101933193,T
C0101933193,F
C0101933193,F
C0101933549,F
C0101933668,F
C0101933755,F
C0101933880,F
C0101934237,F
C0101934354,F
C0101934405,F
C0101934498,F
C0101934560,F
C0101934758,F
C0101934785,F
C0101934916,F
C0101935401,F
C0101935982,F
C0101936292,T
C0101936360,F
C0101936791,F
C0101936836,F
C0101937276,F
C0101937412,F
C0101937779,F
C0101938077,F
C0101938096,F
C0101938240,F
C0101938356,F
C0101938406,F
C0101938677,T
C0101938769,F
C0101939221,F
C0101939239,F
C0101939254,F
C0101939589,F
C0101940065,F
C0101940267,F
C0101941176,F
C0101941310,F
C0101941679,F
C0101942058,F
C0101942357,F
C0101942613,F
C0101943279,F
C0101943394,F
C0101944223,F
C0101944305,F
C0101944656,F
C0101944881,F
C0101944902,F
C0101945034,F
C0101945284,F
C0101945626,F
C0101945734,F
C0101946188,F
C0101946235,F
C0101946515,F
C0101946792,F
C0101947012,F
C0101947268,F
C0101947430,F
C0101947739,F
C0101948011,F
C0101948060,F
C0101948158,F
C0101948307,F
C0101948652,F
C0101948903,F
C0101949319,F
C0101949499,F
C0101949568,F
C0101949648,F
C0101950086,F
C0101950361,F
C0101950966,F
C0101951135,F
C0101951305,F
C0101951523,F
C0101952302,F
C0101952338,F
C0101952687,F
C0101952777,F
C0101953489,F
C0101953982,F
C0101954165,F
C0101954409,F
C0101954775,F
C0101954880,F
C0101955223,F
C0101955835,F
C0101955863,F
C0101956194,F
C0101956256,F
C0101956413,F
C0101956635,F
C0101956755,F
C0101956789,F
C0101956873,F
C0101956928,F
C0101957090,F
C0101957210,F
C0101957584,F
C0101958150,F
C0101958246,F
C0101958262,F
C0101958852,F
C0101959138,F
C0101959403,F
C0101959463,F
C0101959619,F
C0101959747,F
C0101959791,F
C0101960057,F
C0101960141,F
C0101960617,F
C0101960689,F
C0101960827,F
C0101961011,F
C0101961284,F
C0101961509,F
C0101961676,F
C0101961747,F
C0101961896,F
C0101962043,F
C0101962471,F
C0101962554,F
C0101962638,F
C0101964224,F
C0101964325,F
C0101964418,F
C0101964578,F
C0101964639,F
C0101964740,F
C0101964892,F
C0101965157,F
C0101965484,F
C0101965632,F
C0101965827,F
C0101965861,F
C0101965940,F
C0101966150,F
C0101966955,F
C0101967153,F
C0101967162,F
C0101967860,F
C0101967904,F
C0101968053,F
C0101968157,F
C0101968504,F
C0101968796,F
C0101969085,F
C0101969274,F
C0101969408,F
C0101969485,F
C0101969986,F
C0101970178,F
C0101970239,F
C0101970584,F
C0101970792,F
C0101970905,F
C0101971091,F
C0101971220,F
C0101971579,F
C0101971581,F
C0101971718,F
C0101971736,F
C0101971801,F
C0101972662,F
C0101972846,F
C0101972999,F
C0101973077,F
C0101973264,F
C0101973505,F
C0101973631,F
C0101973721,F
C0101973902,F
C0101973972,F
C0101974338,F
C0101974608,F
C0101974931,F
C0101974950,F
C0101975302,F
C0101975605,F
C0101975773,F
C0101976124,F
C0101976304,F
C0101976547,F
C0101976686,F
C0101976868,F
C0101977267,F
C0101977632,F
C0101977864,F
C0101978026,F
C0101978313,F
C0101978429,F
C0101978628,F
C0101978732,F
C0101978778,F
C0101978904,F
C0101978999,F
C0101979585,F
C0101979602,F
C0101979987,F
C0101980487,F
C0101980878,F
C0101980990,F
C0101981484,F
C0101981518,F
C0101982128,F
C0101982615,F
C0101983479,F
C0101983627,F
C0101983980,F
C0101984165,F
C0101984278,F
C0101984815,F
C0101984917,F
C0101985907,F
C0101986169,F
C0101986339,F
C0101986358,F
C0101986709,F
C0101987087,F
C0101987141,F
C0101987201,F
C0101987286,F
C0101987355,F
C0101987380,F
C0101987549,F
C0101987780,F
C0101988599,F
C0101988645,F
C0101988647,F
C0101988889,F
C0101989034,F
C0101989741,F
C0101990070,F
C0101990359,F
C0101990809,F
C0101990936,F
C0101991252,F
C0101991471,F
C0101991757,F
C0101992128,F
C0101992146,F
C0101992449,F
C0101992627,F
C0101992893,F
C0101993045,F
C0101993124,F
C0101993149,F
C0101993275,F
C0101993570,F
C0101993648,F
C0101993834,F
C0101994606,F
C0101995025,F
C0101995151,F
C0101996220,F
C0101996497,F
C0101996631,F
C0101996657,F
C0101996855,F
C0101997385,F
C0101997814,F
C0101997992,F
C0101998090,F
C0101998170,F
C0101998435,F
C0101998537,F
C0101998619,F
C0101998691,F
C0101999485,F
C0102000183,F
C0102000287,F
C0102000412,F
C0102001313,F
C0102001436,F
C0102001983,F
C0102002345,F
C0102002418,F
C0102002979,F
C0102003236,F
C0102003309,F
C0102003339,F
C0102003584,F
C0102003790,F
C0102003873,F
C0102004000,F
C0102004288,F
C0102004353,F
C0102004559,F
C0102005148,F
C0102005222,F
C0102005393,F
C0102005723,F
C0102006029,F
C0102006091,F
C0102006719,F
C0102006883,F
C0102007008,F
C0102007240,F
C0102007366,F
C0102007891,F
C0102008136,F
C0102008173,F
C0102008355,F
C0102008365,F
C0102008694,F
C0102009169,F
C0102009183,F
C0102009492,F
C0102009680,F
C0102009741,F
C0102009748,F
C0102009861,F
C0102010239,F
C0102010293,F
C0102010583,F
C0102010848,F
C0102010912,F
C0102011209,F
C0102011299,F
C0102011438,F
C0102011668,F
C0102012026,F
C0102012112,F
C0102012232,F
C0102012305,F
C0102012498,F
C0102012844,F
C0102013071,F
C0102013119,F
C0102013672,F
C0102013938,F
C0102014195,F
C0102014325,F
C0102014889,F
C0102015122,F
C0102015755,F
C0102015894,F
C0102016119,F
C0102017142,F
C0102017202,F
C0102017505,F
C0102017666,F
C0102017690,F
C0102017823,F
C0102017909,F
C0102017942,F
C0102018100,F
C0102018113,F
C0102018430,F
C0102018914,F
C0102019382,F
C0102019394,F
C0102019667,F
C0102019783,F
C0102019880,F
C0102020022,F
C0102020044,F
C0102020054,F
C0102020682,F
C0102020918,F
C0102020956,F
C0102020984,F
C0102020995,F
C0102021047,F
C0102021266,F
C0102021327,F
C0102021382,F
C0102021483,F
C0102021533,F
C0102022197,F
C0102022283,F
C0102022694,F
C0102022827,F
C0102023075,F
C0102023238,F
C0102023682,T
C0102023728,F
C0102023728,F
C0102023781,F
C0102023781,F
C0102023958,F
C0102024002,F
C0102024267,F
C0102024267,F
C0102024462,F
C0102024479,F
C0102024479,F
C0102024479,F
C0102024651,F
C0102024758,F
C0102025157,F
C0102025157,F
C0102025157,F
C0102025157,F
C0102025336,T
C0102025425,F
C0102025678,F
C0102025682,F
C0102025893,F
C0102025916,F
C0102026323,F
C0102026532,F
C0102026728,F
C0102026976,F
C0102027005,F
C0102027289,F
C0102027330,F
C0102027677,F
C0102027697,F
C0102027883,T
C0102028479,F
C0102028479,F
C0102028573,F
C0102028585,F
C0102028618,F
C0102028771,F
C0102028891,F
C0102029003,F
C0102029014,F
C0102029152,F
C0102029569,F
C0102029569,F
C0102029620,F
C0102029774,F
C0102029822,F
C0102030050,F
C0102030156,T
C0102030451,F
C0102030495,F
C0102030795,F
C0102031549,F
C0102031628,F
C0102032019,F
C0102032102,F
C0102032225,F
